,UF,REGIAO,SEXO,IDADE,COR,ALFABETIZADO,ESCOLA_CRECHE,CURSO,APOSENTADO,APOSENTADORIA,VALOR_APOSENTADORIA,PEA,SAL_MIN,HORAS_TRABALHO,REND_MEN_TOT,SIT_CENSITARIA,ANOS_ESTUDO
160874,29,Nordeste,4,65,4,1,4,,2.0,1.0,724.0,1.0,0,1.0,874.0,1,12
160887,29,Nordeste,2,58,8,1,4,,2.0,1.0,1050.0,2.0,0,,1050.0,1,6
160927,29,Nordeste,2,64,8,1,4,,2.0,1.0,1300.0,2.0,0,,1300.0,5,1
160951,29,Nordeste,2,55,4,1,4,,2.0,1.0,1415.0,1.0,0,5.0,2115.0,1,1
160998,29,Nordeste,4,74,8,1,4,,2.0,1.0,724.0,2.0,0,,724.0,1,5
160999,29,Nordeste,2,77,2,1,4,,2.0,1.0,724.0,2.0,0,,724.0,1,3
161004,29,Nordeste,4,84,4,3,4,,2.0,1.0,724.0,2.0,0,,724.0,1,1
161006,29,Nordeste,2,75,8,3,4,,2.0,1.0,722.0,2.0,0,,722.0,1,2
161007,29,Nordeste,4,67,8,1,4,,2.0,1.0,720.0,2.0,0,,720.0,1,6
161043,29,Nordeste,2,71,4,1,4,,2.0,1.0,750.0,1.0,0,2.0,1150.0,1,9
161117,29,Nordeste,2,57,8,3,4,,2.0,1.0,2000.0,2.0,0,,2000.0,1,2
161187,29,Nordeste,4,88,4,3,4,,2.0,1.0,724.0,2.0,0,,724.0,1,1
161195,29,Nordeste,4,65,2,1,4,,2.0,1.0,838.0,2.0,0,,838.0,3,9
161200,29,Nordeste,2,63,4,1,4,,2.0,1.0,2000.0,2.0,0,,3600.0,3,12
161220,29,Nordeste,2,65,4,1,4,,2.0,1.0,1080.0,2.0,0,,1080.0,1,5
161223,29,Nordeste,4,40,8,3,4,,2.0,1.0,724.0,2.0,0,,944.0,1,4
161245,29,Nordeste,2,49,8,1,4,,2.0,1.0,1800.0,2.0,0,,1800.0,1,8
161254,29,Nordeste,4,72,8,1,4,,2.0,1.0,724.0,2.0,0,,724.0,1,2
161284,29,Nordeste,4,75,8,3,4,,2.0,1.0,724.0,2.0,0,,1448.0,1,1
161288,29,Nordeste,2,57,8,3,4,,2.0,1.0,1000.0,2.0,0,,1000.0,1,1
161311,29,Nordeste,2,68,8,1,4,,2.0,1.0,1800.0,2.0,0,,1800.0,1,8
161335,29,Nordeste,4,42,8,1,4,,2.0,1.0,724.0,2.0,0,,724.0,1,9
161338,29,Nordeste,2,59,2,3,4,,2.0,1.0,800.0,2.0,0,,800.0,1,1
161368,29,Nordeste,4,82,2,3,4,,2.0,1.0,724.0,2.0,0,,1448.0,1,1
161369,29,Nordeste,4,76,8,1,4,,2.0,1.0,724.0,2.0,0,,724.0,1,1
161370,29,Nordeste,2,52,8,1,4,,2.0,1.0,800.0,1.0,0,3.0,2600.0,1,8
161400,29,Nordeste,4,38,8,1,4,,2.0,1.0,724.0,2.0,0,,724.0,1,12
161404,29,Nordeste,2,54,2,1,4,,2.0,1.0,1400.0,1.0,0,1.0,2124.0,1,7
161446,29,Nordeste,2,75,8,1,4,,2.0,1.0,724.0,1.0,0,2.0,3524.0,8,5
161452,29,Nordeste,2,71,8,1,4,,2.0,1.0,1300.0,2.0,0,,1300.0,8,4
161457,29,Nordeste,2,84,4,3,4,,2.0,1.0,724.0,2.0,0,,724.0,8,1
161466,29,Nordeste,4,63,8,1,4,,2.0,1.0,724.0,2.0,0,,724.0,1,13
161553,29,Nordeste,2,79,2,3,4,,2.0,1.0,724.0,2.0,0,,724.0,1,1
161554,29,Nordeste,4,70,2,1,4,,2.0,1.0,724.0,2.0,0,,724.0,1,8
161567,29,Nordeste,2,69,8,3,4,,2.0,1.0,724.0,2.0,0,,724.0,1,1
161578,29,Nordeste,4,77,8,1,4,,2.0,1.0,724.0,2.0,0,,724.0,1,1
161579,29,Nordeste,2,52,8,1,4,,2.0,1.0,724.0,2.0,0,,1448.0,1,5
161584,29,Nordeste,4,57,8,1,4,,2.0,1.0,724.0,1.0,0,3.0,724.0,1,12
161602,29,Nordeste,4,69,4,1,4,,2.0,1.0,724.0,2.0,0,,724.0,1,9
161604,29,Nordeste,4,72,2,3,4,,2.0,1.0,724.0,2.0,0,,724.0,1,1
161610,29,Nordeste,2,72,4,3,4,,2.0,1.0,724.0,2.0,0,,724.0,1,1
161630,29,Nordeste,2,66,4,3,4,,2.0,1.0,724.0,1.0,0,2.0,924.0,1,1
161631,29,Nordeste,4,61,4,3,4,,2.0,1.0,724.0,2.0,0,,724.0,1,1
161676,29,Nordeste,4,63,8,3,4,,2.0,1.0,724.0,2.0,0,,724.0,8,1
161677,29,Nordeste,2,64,4,3,4,,2.0,1.0,724.0,1.0,0,3.0,1324.0,8,1
161692,29,Nordeste,4,80,2,1,4,,2.0,1.0,724.0,2.0,0,,1448.0,1,5
161695,29,Nordeste,4,75,8,3,4,,2.0,1.0,724.0,2.0,0,,1448.0,1,1
161703,29,Nordeste,2,81,8,1,4,,2.0,1.0,774.0,2.0,0,,774.0,1,6
161708,29,Nordeste,4,56,8,1,4,,2.0,1.0,724.0,1.0,0,2.0,894.0,1,3
161710,29,Nordeste,4,51,8,1,4,,2.0,1.0,1500.0,1.0,0,2.0,3000.0,1,16
161715,29,Nordeste,4,68,4,1,2,5.0,2.0,1.0,880.0,1.0,0,3.0,4604.0,1,13
161730,29,Nordeste,2,67,8,1,4,,2.0,1.0,724.0,2.0,0,,724.0,1,1
161731,29,Nordeste,4,75,8,3,4,,2.0,1.0,724.0,2.0,0,,724.0,1,1
161738,29,Nordeste,2,79,8,3,4,,2.0,1.0,724.0,1.0,0,2.0,924.0,1,1
161740,29,Nordeste,2,93,4,3,4,,2.0,1.0,724.0,2.0,0,,724.0,1,1
161741,29,Nordeste,4,81,8,3,4,,2.0,1.0,724.0,2.0,0,,724.0,1,1
161742,29,Nordeste,4,61,8,1,4,,2.0,1.0,724.0,2.0,0,,724.0,1,3
161743,29,Nordeste,4,80,8,3,4,,2.0,1.0,725.0,2.0,0,,725.0,1,1
161747,29,Nordeste,2,72,2,3,4,,2.0,1.0,720.0,1.0,0,2.0,999999999999.0,1,1
161778,29,Nordeste,2,71,4,3,4,,2.0,1.0,724.0,1.0,0,4.0,894.0,5,1
161779,29,Nordeste,4,63,2,3,4,,2.0,1.0,724.0,1.0,0,4.0,724.0,5,1
161796,29,Nordeste,4,79,8,3,4,,2.0,1.0,724.0,1.0,0,1.0,724.0,5,1
161801,29,Nordeste,2,63,8,1,4,,2.0,1.0,724.0,1.0,0,2.0,724.0,5,1
161802,29,Nordeste,4,62,8,1,4,,2.0,1.0,724.0,2.0,0,,724.0,5,1
161815,29,Nordeste,4,85,2,3,4,,2.0,1.0,724.0,2.0,0,,1448.0,1,1
161819,29,Nordeste,2,63,2,3,4,,2.0,1.0,724.0,2.0,0,,724.0,1,1
161820,29,Nordeste,4,58,8,3,4,,2.0,1.0,724.0,2.0,0,,1448.0,1,1
161837,29,Nordeste,4,76,8,3,4,,2.0,1.0,724.0,2.0,0,,1086.0,1,1
161838,29,Nordeste,2,76,8,1,4,,2.0,1.0,724.0,1.0,0,2.0,724.0,1,1
161839,29,Nordeste,4,66,2,1,4,,2.0,1.0,724.0,1.0,0,2.0,724.0,1,1
161860,29,Nordeste,2,70,8,3,4,,2.0,1.0,724.0,1.0,0,3.0,724.0,8,1
161861,29,Nordeste,4,71,8,3,4,,2.0,1.0,724.0,1.0,0,3.0,724.0,8,1
161867,29,Nordeste,2,62,8,3,4,,2.0,1.0,724.0,2.0,0,,724.0,8,1
161876,29,Nordeste,2,66,4,3,4,,2.0,1.0,724.0,1.0,0,2.0,724.0,8,1
161881,29,Nordeste,2,80,4,1,4,,2.0,1.0,724.0,2.0,0,,724.0,1,6
161882,29,Nordeste,4,70,8,3,4,,2.0,1.0,724.0,2.0,0,,724.0,1,1
161900,29,Nordeste,2,58,2,1,4,,2.0,1.0,1448.0,2.0,0,,1448.0,1,12
161908,29,Nordeste,4,84,8,1,4,,2.0,1.0,724.0,2.0,0,,724.0,1,3
161936,29,Nordeste,2,83,8,1,4,,2.0,1.0,8300.0,2.0,0,,8300.0,3,15
161941,29,Nordeste,4,66,4,1,4,,2.0,1.0,724.0,2.0,0,,2924.0,3,9
161952,29,Nordeste,2,77,8,3,4,,2.0,1.0,724.0,1.0,0,3.0,924.0,3,1
161954,29,Nordeste,2,70,8,1,4,,2.0,1.0,724.0,1.0,0,3.0,2324.0,3,3
161955,29,Nordeste,4,67,8,1,4,,2.0,1.0,724.0,2.0,0,,724.0,3,3
161957,29,Nordeste,4,77,8,1,4,,2.0,1.0,724.0,2.0,0,,1448.0,5,3
161983,29,Nordeste,4,85,8,3,4,,2.0,1.0,724.0,2.0,0,,724.0,5,2
161989,29,Nordeste,2,76,8,1,4,,2.0,1.0,724.0,1.0,0,2.0,724.0,5,6
161990,29,Nordeste,4,69,8,1,2,6.0,2.0,1.0,724.0,2.0,0,,724.0,5,1
161991,29,Nordeste,4,64,4,1,4,,2.0,1.0,724.0,2.0,0,,724.0,5,3
161993,29,Nordeste,2,69,4,1,4,,2.0,1.0,724.0,1.0,0,3.0,1174.0,5,9
161994,29,Nordeste,4,67,4,1,4,,2.0,1.0,724.0,2.0,0,,724.0,5,6
162002,29,Nordeste,4,76,2,1,4,,2.0,1.0,724.0,2.0,0,,724.0,1,9
162018,29,Nordeste,4,72,2,3,4,,2.0,1.0,724.0,1.0,0,3.0,1448.0,1,1
162025,29,Nordeste,4,84,2,1,4,,2.0,1.0,1450.0,2.0,0,,1450.0,1,1
162041,29,Nordeste,2,61,2,1,4,,2.0,1.0,3000.0,1.0,0,2.0,6000.0,1,16
162043,29,Nordeste,2,67,2,1,4,,2.0,1.0,1690.0,1.0,0,2.0,2690.0,1,16
162077,29,Nordeste,2,66,2,1,4,,2.0,1.0,15000.0,1.0,0,3.0,999999999999.0,1,16
162078,29,Nordeste,4,67,8,1,4,,2.0,1.0,1400.0,2.0,0,,1400.0,1,13
162080,29,Nordeste,4,65,2,1,4,,2.0,1.0,9000.0,2.0,0,,9000.0,1,16
162096,29,Nordeste,4,81,2,1,4,,2.0,1.0,1800.0,2.0,0,,4000.0,1,13
162109,29,Nordeste,2,59,2,1,4,,2.0,1.0,3000.0,1.0,0,3.0,13000.0,1,14
162126,29,Nordeste,2,78,8,1,4,,2.0,1.0,724.0,2.0,0,,724.0,1,2
162130,29,Nordeste,2,59,8,1,4,,2.0,1.0,724.0,2.0,0,,724.0,1,3
162134,29,Nordeste,2,57,4,1,4,,2.0,1.0,724.0,2.0,0,,1448.0,1,7
162144,29,Nordeste,2,75,2,1,4,,2.0,1.0,724.0,1.0,0,2.0,1324.0,1,3
162152,29,Nordeste,4,73,8,3,4,,2.0,1.0,724.0,2.0,0,,724.0,1,1
162165,29,Nordeste,4,57,8,3,4,,2.0,1.0,724.0,2.0,0,,863.0,1,1
162180,29,Nordeste,2,85,2,3,4,,2.0,1.0,720.0,1.0,0,1.0,720.0,1,1
162181,29,Nordeste,4,83,8,3,4,,2.0,1.0,720.0,2.0,0,,720.0,1,1
162216,29,Nordeste,4,63,4,3,4,,2.0,1.0,724.0,2.0,0,,724.0,1,1
162220,29,Nordeste,2,73,4,1,4,,2.0,1.0,800.0,2.0,0,,800.0,1,1
162231,29,Nordeste,4,64,2,1,4,,2.0,1.0,2000.0,1.0,0,2.0,2900.0,1,12
162235,29,Nordeste,4,62,2,1,4,,2.0,1.0,2100.0,2.0,0,,2100.0,1,9
162295,29,Nordeste,2,74,8,3,4,,2.0,1.0,724.0,1.0,0,2.0,749.0,8,1
162296,29,Nordeste,4,70,8,3,4,,2.0,1.0,724.0,2.0,0,,724.0,8,1
162300,29,Nordeste,4,59,4,1,4,,2.0,1.0,724.0,1.0,0,1.0,1448.0,8,1
162316,29,Nordeste,4,56,8,1,4,,2.0,1.0,724.0,1.0,0,2.0,1448.0,8,5
162325,29,Nordeste,4,64,8,1,4,,2.0,1.0,724.0,2.0,0,,724.0,1,12
162333,29,Nordeste,2,75,8,1,4,,2.0,1.0,724.0,2.0,0,,724.0,1,6
162335,29,Nordeste,4,65,4,1,4,,2.0,1.0,724.0,1.0,0,2.0,724.0,1,5
162336,29,Nordeste,2,83,2,1,4,,2.0,1.0,724.0,1.0,0,1.0,2224.0,1,9
162373,29,Nordeste,2,64,8,1,4,,2.0,1.0,2800.0,1.0,0,5.0,12800.0,1,16
162374,29,Nordeste,4,64,2,1,4,,2.0,1.0,2000.0,2.0,0,,2000.0,1,16
162468,29,Nordeste,4,63,8,1,4,,2.0,1.0,724.0,2.0,0,,724.0,1,9
162471,29,Nordeste,4,67,4,1,4,,2.0,1.0,724.0,2.0,0,,724.0,1,3
162475,29,Nordeste,2,69,4,1,4,,2.0,1.0,724.0,2.0,0,,724.0,1,4
162480,29,Nordeste,2,77,4,1,4,,2.0,1.0,724.0,2.0,0,,724.0,1,6
162485,29,Nordeste,2,66,8,3,4,,2.0,1.0,724.0,2.0,0,,724.0,1,1
162494,29,Nordeste,4,69,4,1,4,,2.0,1.0,724.0,2.0,0,,724.0,1,6
162501,29,Nordeste,4,56,2,1,4,,2.0,1.0,724.0,2.0,0,,724.0,1,9
162503,29,Nordeste,4,74,2,1,4,,2.0,1.0,724.0,2.0,0,,724.0,1,1
162504,29,Nordeste,2,75,8,1,4,,2.0,1.0,724.0,2.0,0,,724.0,1,1
162513,29,Nordeste,2,56,8,1,4,,2.0,1.0,724.0,1.0,0,3.0,1524.0,1,5
162532,29,Nordeste,2,75,8,1,4,,2.0,1.0,724.0,2.0,0,,724.0,1,5
162533,29,Nordeste,4,74,2,1,4,,2.0,1.0,724.0,2.0,0,,724.0,1,5
162594,29,Nordeste,2,61,8,1,4,,2.0,1.0,724.0,1.0,0,2.0,1224.0,1,5
162598,29,Nordeste,2,47,8,1,4,,2.0,1.0,724.0,2.0,0,,724.0,1,6
162617,29,Nordeste,4,86,2,1,4,,2.0,1.0,724.0,2.0,0,,724.0,1,8
162631,31,Sudeste,2,68,8,1,4,,2.0,1.0,724.0,2.0,0,,724.0,1,5
162633,31,Sudeste,2,70,8,3,4,,2.0,1.0,724.0,2.0,0,,724.0,1,1
162634,31,Sudeste,4,79,8,3,4,,2.0,1.0,724.0,2.0,0,,724.0,1,1
162637,31,Sudeste,2,58,8,1,4,,2.0,1.0,724.0,2.0,0,,724.0,1,4
162646,31,Sudeste,4,73,8,1,4,,2.0,1.0,1200.0,1.0,0,2.0,1200.0,1,12
162648,31,Sudeste,2,66,8,1,4,,2.0,1.0,724.0,1.0,0,5.0,1848.0,1,6
162679,31,Sudeste,2,73,2,1,4,,2.0,1.0,1200.0,1.0,0,3.0,2800.0,1,1
162680,31,Sudeste,4,71,2,1,4,,2.0,1.0,724.0,2.0,0,,724.0,1,1
162706,31,Sudeste,2,60,8,1,4,,2.0,1.0,724.0,1.0,0,4.0,724.0,8,5
162718,31,Sudeste,2,61,4,3,4,,2.0,1.0,724.0,1.0,0,2.0,1124.0,8,1
162729,31,Sudeste,2,66,8,1,4,,2.0,1.0,2000.0,2.0,0,,2000.0,1,8
162734,31,Sudeste,4,78,2,1,4,,2.0,1.0,724.0,2.0,0,,1448.0,1,5
162745,31,Sudeste,4,87,2,1,4,,2.0,1.0,724.0,2.0,0,,1448.0,1,3
162751,31,Sudeste,4,72,8,1,4,,2.0,1.0,724.0,2.0,0,,1448.0,1,2
162759,31,Sudeste,2,74,8,3,4,,2.0,1.0,724.0,2.0,0,,1448.0,1,1
162774,31,Sudeste,4,58,4,3,4,,2.0,1.0,724.0,1.0,0,1.0,724.0,8,1
162785,31,Sudeste,4,63,2,1,4,,2.0,1.0,1960.0,1.0,0,2.0,1960.0,8,9
162794,31,Sudeste,4,57,2,1,4,,2.0,1.0,5000.0,1.0,0,5.0,7500.0,8,16
162796,31,Sudeste,2,77,2,1,4,,2.0,1.0,724.0,2.0,0,,724.0,1,4
162797,31,Sudeste,4,73,2,1,4,,2.0,1.0,1448.0,2.0,0,,1448.0,1,5
162801,31,Sudeste,4,61,2,1,4,,2.0,1.0,724.0,1.0,0,3.0,1448.0,1,5
162802,31,Sudeste,2,63,4,1,4,,2.0,1.0,724.0,2.0,0,,724.0,1,4
162803,31,Sudeste,4,85,8,1,4,,2.0,1.0,724.0,2.0,0,,1448.0,1,4
162813,31,Sudeste,4,56,2,1,4,,2.0,1.0,1448.0,1.0,0,4.0,3448.0,1,13
162814,31,Sudeste,4,76,2,1,4,,2.0,1.0,724.0,2.0,0,,724.0,1,5
162846,31,Sudeste,2,76,2,1,4,,2.0,1.0,724.0,1.0,0,1.0,724.0,1,12
162847,31,Sudeste,4,77,2,3,4,,2.0,1.0,724.0,2.0,0,,724.0,1,1
162848,31,Sudeste,2,65,2,1,4,,2.0,1.0,724.0,1.0,0,3.0,1824.0,1,5
162849,31,Sudeste,4,63,2,1,4,,2.0,1.0,724.0,2.0,0,,724.0,1,4
162854,31,Sudeste,2,70,8,1,4,,2.0,1.0,9400.0,2.0,0,,9400.0,1,9
162879,31,Sudeste,2,58,2,1,4,,2.0,1.0,724.0,1.0,0,3.0,2124.0,1,5
162881,31,Sudeste,2,73,2,1,4,,2.0,1.0,724.0,1.0,0,2.0,924.0,1,4
162884,31,Sudeste,2,64,2,1,4,,2.0,1.0,838.0,2.0,0,,838.0,1,5
162897,31,Sudeste,2,66,2,1,2,3.0,2.0,1.0,724.0,2.0,0,,724.0,1,5
162920,31,Sudeste,2,81,2,1,4,,2.0,1.0,724.0,2.0,0,,724.0,1,5
162921,31,Sudeste,2,77,8,1,4,,2.0,1.0,1300.0,2.0,0,,1300.0,1,6
162922,31,Sudeste,4,77,8,1,4,,2.0,1.0,724.0,2.0,0,,724.0,1,6
162932,31,Sudeste,2,67,2,1,4,,2.0,1.0,724.0,1.0,0,5.0,1524.0,1,3
162934,31,Sudeste,4,76,2,1,4,,2.0,1.0,724.0,2.0,0,,724.0,1,5
162945,31,Sudeste,2,61,2,1,4,,2.0,1.0,2000.0,1.0,0,3.0,3500.0,1,12
162946,31,Sudeste,4,59,2,1,4,,2.0,1.0,999999999999.0,2.0,0,,999999999999.0,1,5
162963,31,Sudeste,2,67,2,1,4,,2.0,1.0,724.0,2.0,0,,724.0,1,4
163017,31,Sudeste,4,57,4,1,4,,2.0,1.0,724.0,2.0,0,,724.0,1,2
163022,31,Sudeste,2,63,2,1,4,,2.0,1.0,724.0,2.0,0,,724.0,1,4
163052,31,Sudeste,2,72,2,1,4,,2.0,1.0,3200.0,1.0,0,1.0,4200.0,1,12
163053,31,Sudeste,4,72,2,1,4,,2.0,1.0,3200.0,1.0,0,1.0,3200.0,1,16
163058,31,Sudeste,4,70,8,1,4,,2.0,1.0,724.0,2.0,0,,1448.0,1,4
163069,31,Sudeste,2,52,4,1,4,,2.0,1.0,3600.0,1.0,0,3.0,6600.0,1,12
163073,31,Sudeste,4,60,4,1,4,,2.0,1.0,800.0,1.0,0,3.0,1524.0,1,9
163079,31,Sudeste,2,70,8,1,4,,2.0,1.0,724.0,2.0,0,,724.0,1,12
163082,31,Sudeste,4,89,8,1,4,,2.0,1.0,724.0,2.0,0,,1448.0,1,1
163098,31,Sudeste,4,71,4,1,4,,2.0,1.0,724.0,1.0,0,1.0,724.0,1,4
163105,31,Sudeste,2,52,8,1,4,,2.0,1.0,1500.0,2.0,0,,1680.0,1,5
163121,31,Sudeste,4,52,8,1,4,,2.0,1.0,1104.0,1.0,0,2.0,1906.0,3,14
163124,31,Sudeste,2,65,8,1,4,,2.0,1.0,724.0,1.0,0,2.0,1224.0,3,5
163125,31,Sudeste,4,68,8,1,4,,2.0,1.0,830.0,1.0,0,1.0,830.0,3,5
163130,31,Sudeste,4,62,8,1,4,,2.0,1.0,724.0,1.0,0,1.0,724.0,3,13
163136,31,Sudeste,4,60,8,3,4,,2.0,1.0,724.0,2.0,0,,724.0,3,1
163153,31,Sudeste,2,59,2,1,4,,2.0,1.0,2400.0,1.0,0,2.0,4400.0,8,16
163161,31,Sudeste,2,72,8,1,4,,2.0,1.0,724.0,2.0,0,,724.0,8,4
163170,31,Sudeste,2,66,8,3,4,,2.0,1.0,724.0,1.0,0,3.0,1624.0,8,1
163179,31,Sudeste,2,60,2,3,4,,2.0,1.0,724.0,1.0,0,2.0,724.0,8,1
163180,31,Sudeste,4,80,2,1,4,,2.0,1.0,724.0,2.0,0,,1448.0,8,10
163185,31,Sudeste,2,57,2,1,4,,2.0,1.0,940.0,1.0,0,2.0,2174.0,8,15
163186,31,Sudeste,4,64,2,1,4,,2.0,1.0,724.0,2.0,0,,1448.0,8,8
163192,31,Sudeste,2,62,8,1,4,,2.0,1.0,724.0,1.0,0,3.0,1174.0,8,3
163195,31,Sudeste,2,75,2,1,4,,2.0,1.0,724.0,2.0,0,,724.0,8,3
163204,31,Sudeste,4,57,2,1,4,,2.0,1.0,724.0,1.0,0,1.0,724.0,8,7
163205,31,Sudeste,2,77,8,3,4,,2.0,1.0,724.0,1.0,0,5.0,724.0,8,1
163206,31,Sudeste,4,80,8,3,4,,2.0,1.0,724.0,1.0,0,2.0,784.0,8,1
163211,31,Sudeste,4,79,4,3,4,,2.0,1.0,724.0,2.0,0,,724.0,1,1
163218,31,Sudeste,2,86,8,1,4,,2.0,1.0,724.0,1.0,0,2.0,724.0,1,9
163224,31,Sudeste,2,66,8,1,4,,2.0,1.0,724.0,1.0,0,2.0,999999999999.0,1,6
163225,31,Sudeste,2,65,8,1,4,,2.0,1.0,724.0,1.0,0,2.0,999999999999.0,1,6
163260,31,Sudeste,4,89,4,3,4,,2.0,1.0,724.0,2.0,0,,1448.0,1,1
163261,31,Sudeste,2,72,8,1,4,,2.0,1.0,724.0,2.0,0,,724.0,1,5
163269,31,Sudeste,2,52,8,1,4,,2.0,1.0,724.0,2.0,0,,826.0,1,5
163285,31,Sudeste,4,63,8,1,4,,2.0,1.0,724.0,2.0,0,,724.0,8,1
163286,31,Sudeste,2,68,4,3,4,,2.0,1.0,724.0,1.0,0,2.0,724.0,8,1
163292,31,Sudeste,2,59,2,3,4,,2.0,1.0,724.0,2.0,0,,724.0,8,1
163307,31,Sudeste,2,71,8,3,4,,2.0,1.0,724.0,2.0,0,,724.0,8,1
163308,31,Sudeste,4,56,8,1,4,,2.0,1.0,724.0,2.0,0,,724.0,8,3
163309,31,Sudeste,4,70,4,1,4,,2.0,1.0,724.0,2.0,0,,724.0,8,5
163316,31,Sudeste,2,71,8,3,4,,2.0,1.0,724.0,1.0,0,3.0,724.0,1,1
163323,31,Sudeste,4,82,4,3,4,,2.0,1.0,724.0,2.0,0,,1448.0,1,1
163333,31,Sudeste,4,55,8,1,4,,2.0,1.0,724.0,1.0,0,2.0,724.0,1,3
163340,31,Sudeste,4,68,8,1,4,,2.0,1.0,724.0,2.0,0,,724.0,1,11
163341,31,Sudeste,4,63,8,1,4,,2.0,1.0,724.0,2.0,0,,724.0,1,5
163343,31,Sudeste,4,71,8,1,4,,2.0,1.0,724.0,2.0,0,,1448.0,1,5
163359,31,Sudeste,4,51,2,1,4,,2.0,1.0,1600.0,2.0,0,,1600.0,1,16
163366,31,Sudeste,4,79,8,3,4,,2.0,1.0,1100.0,2.0,0,,1824.0,5,1
163368,31,Sudeste,2,83,2,3,4,,2.0,1.0,724.0,2.0,0,,724.0,5,1
163369,31,Sudeste,2,87,8,3,4,,2.0,1.0,724.0,1.0,0,2.0,724.0,5,1
163370,31,Sudeste,4,69,8,3,4,,2.0,1.0,724.0,2.0,0,,724.0,5,1
163376,31,Sudeste,2,63,8,1,4,,2.0,1.0,724.0,1.0,0,3.0,724.0,5,3
163377,31,Sudeste,4,55,8,1,4,,2.0,1.0,724.0,1.0,0,3.0,724.0,5,7
163381,31,Sudeste,2,79,8,1,4,,2.0,1.0,724.0,1.0,0,3.0,724.0,5,1
163382,31,Sudeste,2,63,8,3,4,,2.0,1.0,724.0,2.0,0,,724.0,5,1
163384,31,Sudeste,2,31,8,1,4,,2.0,1.0,1200.0,2.0,0,,1200.0,5,9
163388,31,Sudeste,4,79,2,3,4,,2.0,1.0,724.0,2.0,0,,1448.0,5,1
163399,31,Sudeste,4,62,8,1,4,,2.0,1.0,724.0,1.0,0,2.0,2148.0,1,5
163412,31,Sudeste,2,79,4,1,4,,2.0,1.0,10000.0,2.0,0,,10000.0,1,16
163413,31,Sudeste,4,76,2,1,4,,2.0,1.0,2500.0,2.0,0,,2500.0,1,16
163433,31,Sudeste,2,69,2,1,4,,2.0,1.0,724.0,1.0,0,3.0,1524.0,1,3
163468,31,Sudeste,2,48,8,1,4,,2.0,1.0,724.0,2.0,0,,724.0,1,4
163495,31,Sudeste,4,73,2,1,4,,2.0,1.0,724.0,2.0,0,,1448.0,1,5
163496,31,Sudeste,2,75,8,3,4,,2.0,1.0,724.0,2.0,0,,724.0,1,3
163503,31,Sudeste,2,64,2,1,4,,2.0,1.0,1200.0,1.0,0,3.0,2400.0,1,4
163504,31,Sudeste,4,64,2,1,4,,2.0,1.0,724.0,2.0,0,,724.0,1,3
163507,31,Sudeste,2,78,2,3,4,,2.0,1.0,724.0,1.0,0,3.0,1424.0,1,1
163511,31,Sudeste,2,67,8,1,4,,2.0,1.0,724.0,2.0,0,,724.0,1,1
163515,31,Sudeste,4,53,8,1,4,,2.0,1.0,724.0,2.0,0,,724.0,1,4
163517,31,Sudeste,4,60,2,1,4,,2.0,1.0,724.0,1.0,0,3.0,1024.0,1,3
163519,31,Sudeste,2,58,4,3,4,,2.0,1.0,724.0,2.0,0,,724.0,1,1
163547,31,Sudeste,2,75,8,3,4,,2.0,1.0,724.0,2.0,0,,724.0,1,1
163552,31,Sudeste,4,72,8,3,4,,2.0,1.0,724.0,2.0,0,,1448.0,1,1
163568,31,Sudeste,2,69,2,3,4,,2.0,1.0,724.0,1.0,0,5.0,1174.0,8,1
163569,31,Sudeste,4,64,2,1,4,,2.0,1.0,724.0,2.0,0,,724.0,8,5
163573,31,Sudeste,2,63,2,1,4,,2.0,1.0,724.0,1.0,0,5.0,1924.0,8,5
163575,31,Sudeste,2,70,2,1,4,,2.0,1.0,724.0,1.0,0,5.0,2024.0,8,5
163576,31,Sudeste,4,68,8,1,4,,2.0,1.0,724.0,1.0,0,1.0,724.0,8,9
163601,31,Sudeste,2,90,2,1,4,,2.0,1.0,10000.0,2.0,0,,10000.0,1,16
163602,31,Sudeste,2,62,2,1,4,,2.0,1.0,2800.0,1.0,0,4.0,999999999999.0,1,16
163603,31,Sudeste,4,81,2,1,4,,2.0,1.0,724.0,2.0,0,,1448.0,1,16
163604,31,Sudeste,2,43,2,1,4,,2.0,1.0,3500.0,2.0,0,,3500.0,1,16
163617,31,Sudeste,2,90,2,1,4,,2.0,1.0,724.0,2.0,0,,724.0,1,5
163618,31,Sudeste,4,89,2,1,4,,2.0,1.0,2000.0,2.0,0,,2000.0,1,12
163622,31,Sudeste,2,57,2,1,4,,2.0,1.0,1900.0,1.0,0,5.0,999999999999.0,1,12
163636,31,Sudeste,2,71,2,1,4,,2.0,1.0,724.0,2.0,0,,724.0,1,1
163637,31,Sudeste,4,66,2,1,4,,2.0,1.0,724.0,2.0,0,,724.0,1,4
163667,31,Sudeste,4,71,4,1,4,,2.0,1.0,724.0,2.0,0,,724.0,1,5
163682,31,Sudeste,2,65,8,1,4,,2.0,1.0,1414.0,1.0,0,3.0,5414.0,1,5
163696,31,Sudeste,4,62,8,3,4,,2.0,1.0,724.0,2.0,0,,724.0,1,1
163697,31,Sudeste,2,68,8,1,4,,2.0,1.0,724.0,2.0,0,,724.0,1,2
163730,31,Sudeste,4,51,8,1,4,,2.0,1.0,724.0,2.0,0,,836.0,1,8
