,UF,REGIAO,SEXO,IDADE,COR,ALFABETIZADO,ESCOLA_CRECHE,CURSO,APOSENTADO,APOSENTADORIA,VALOR_APOSENTADORIA,PEA,SAL_MIN,HORAS_TRABALHO,REND_MEN_TOT,SIT_CENSITARIA,ANOS_ESTUDO
90640,23,Nordeste,4,62,4,1,4,,2.0,1.0,724.0,2.0,0,,724.0,1,4
90643,23,Nordeste,2,88,8,3,4,,2.0,1.0,724.0,2.0,0,,724.0,1,1
90644,23,Nordeste,4,73,2,1,4,,2.0,1.0,724.0,2.0,0,,724.0,1,3
90649,23,Nordeste,2,62,8,1,4,,2.0,1.0,2400.0,2.0,0,,3700.0,1,7
90653,23,Nordeste,4,66,8,3,4,,2.0,1.0,724.0,2.0,0,,724.0,1,4
90661,23,Nordeste,4,59,2,1,4,,2.0,1.0,1200.0,2.0,0,,1200.0,1,16
90678,23,Nordeste,2,79,8,3,4,,2.0,1.0,724.0,2.0,0,,1448.0,1,1
90679,23,Nordeste,4,64,2,1,4,,2.0,1.0,724.0,2.0,0,,724.0,1,5
90680,23,Nordeste,4,89,8,3,4,,2.0,1.0,724.0,2.0,0,,1448.0,1,1
90682,23,Nordeste,4,60,8,1,4,,2.0,1.0,724.0,2.0,0,,1448.0,1,5
90683,23,Nordeste,2,65,8,1,4,,2.0,1.0,724.0,2.0,0,,724.0,1,3
90691,23,Nordeste,2,65,4,1,4,,2.0,1.0,724.0,1.0,0,2.0,1448.0,1,5
90693,23,Nordeste,4,89,8,3,4,,2.0,1.0,724.0,2.0,0,,1448.0,1,1
90709,23,Nordeste,2,64,8,1,4,,2.0,1.0,724.0,1.0,0,4.0,1448.0,1,1
90710,23,Nordeste,4,57,8,1,4,,2.0,1.0,724.0,1.0,0,2.0,1024.0,1,5
90723,23,Nordeste,4,57,4,1,4,,2.0,1.0,724.0,1.0,0,1.0,724.0,8,2
90724,23,Nordeste,2,68,8,3,4,,2.0,1.0,724.0,2.0,0,,724.0,8,1
90759,23,Nordeste,4,71,8,1,4,,2.0,1.0,724.0,2.0,0,,724.0,8,1
90760,23,Nordeste,2,78,8,3,4,,2.0,1.0,724.0,1.0,0,2.0,724.0,8,1
90768,23,Nordeste,2,78,8,3,4,,2.0,1.0,724.0,1.0,0,2.0,1448.0,8,1
90774,23,Nordeste,2,77,8,3,4,,2.0,1.0,724.0,2.0,0,,1448.0,1,2
90777,23,Nordeste,2,72,2,1,4,,2.0,1.0,724.0,2.0,0,,724.0,1,5
90783,23,Nordeste,2,57,2,3,4,,2.0,1.0,724.0,2.0,0,,724.0,1,1
90796,23,Nordeste,2,73,2,3,4,,2.0,1.0,724.0,2.0,0,,724.0,8,1
90797,23,Nordeste,4,81,2,3,4,,2.0,1.0,724.0,2.0,0,,724.0,8,1
90804,23,Nordeste,4,64,8,3,4,,2.0,1.0,724.0,2.0,0,,1448.0,8,1
90806,23,Nordeste,4,62,2,1,4,,2.0,1.0,724.0,2.0,0,,724.0,8,10
90851,23,Nordeste,2,64,8,3,4,,2.0,1.0,724.0,1.0,0,2.0,724.0,8,1
90852,23,Nordeste,4,69,8,1,4,,2.0,1.0,724.0,2.0,0,,724.0,8,5
90853,23,Nordeste,2,61,2,1,4,,2.0,1.0,724.0,1.0,0,2.0,974.0,8,1
90871,23,Nordeste,4,56,8,3,4,,2.0,1.0,724.0,1.0,0,2.0,724.0,8,1
90872,23,Nordeste,2,91,2,1,4,,2.0,1.0,724.0,2.0,0,,724.0,8,5
90873,23,Nordeste,4,65,8,1,4,,2.0,1.0,724.0,1.0,0,2.0,804.0,8,2
90891,23,Nordeste,4,67,8,1,4,,2.0,1.0,724.0,1.0,0,1.0,724.0,8,5
90903,23,Nordeste,4,73,8,3,4,,2.0,1.0,724.0,2.0,0,,1448.0,1,1
90913,23,Nordeste,4,70,8,3,4,,2.0,1.0,724.0,1.0,0,2.0,1448.0,1,1
90924,23,Nordeste,4,54,8,1,4,,2.0,1.0,724.0,2.0,0,,724.0,8,2
90932,23,Nordeste,2,57,8,3,4,,2.0,1.0,724.0,1.0,0,2.0,924.0,8,1
90933,23,Nordeste,4,59,8,3,4,,2.0,1.0,724.0,2.0,0,,879.0,8,1
90936,23,Nordeste,2,71,8,3,4,,2.0,1.0,724.0,2.0,0,,724.0,8,1
90937,23,Nordeste,4,72,2,3,4,,2.0,1.0,724.0,2.0,0,,724.0,8,1
90959,23,Nordeste,2,62,8,3,4,,2.0,1.0,724.0,1.0,0,2.0,901.0,8,1
90968,23,Nordeste,4,95,4,3,4,,2.0,1.0,724.0,2.0,0,,724.0,8,1
90969,24,Nordeste,2,67,8,3,4,,2.0,1.0,724.0,2.0,0,,724.0,1,1
90970,24,Nordeste,4,64,8,3,4,,2.0,1.0,724.0,2.0,0,,724.0,1,1
90984,24,Nordeste,2,60,2,3,4,,2.0,1.0,724.0,1.0,0,,724.0,1,1
90985,24,Nordeste,4,60,8,1,4,,2.0,1.0,724.0,2.0,0,,724.0,1,6
90992,24,Nordeste,4,49,2,3,4,,2.0,1.0,724.0,2.0,0,,1324.0,1,1
91014,24,Nordeste,4,81,2,3,4,,2.0,1.0,724.0,2.0,0,,1448.0,1,1
91028,24,Nordeste,4,57,2,1,4,,2.0,1.0,724.0,2.0,0,,724.0,1,9
91029,24,Nordeste,2,65,2,1,4,,2.0,1.0,724.0,2.0,0,,724.0,1,4
91049,24,Nordeste,2,59,8,1,4,,2.0,1.0,724.0,1.0,0,1.0,724.0,8,5
91050,24,Nordeste,4,56,8,1,4,,2.0,1.0,724.0,2.0,0,,724.0,8,5
91065,24,Nordeste,2,64,8,3,4,,2.0,1.0,724.0,1.0,0,2.0,724.0,8,2
91072,24,Nordeste,4,51,8,1,4,,2.0,1.0,724.0,1.0,0,2.0,824.0,8,4
91090,24,Nordeste,2,57,2,1,4,,2.0,1.0,724.0,1.0,0,5.0,1024.0,8,5
91091,24,Nordeste,4,55,8,3,4,,2.0,1.0,724.0,1.0,0,2.0,974.0,8,2
91102,24,Nordeste,2,50,2,1,4,,2.0,1.0,724.0,2.0,0,,724.0,8,4
91113,24,Nordeste,2,74,2,3,4,,2.0,1.0,724.0,2.0,0,,724.0,8,1
91114,24,Nordeste,4,78,8,1,4,,2.0,1.0,724.0,2.0,0,,724.0,8,4
91117,24,Nordeste,4,88,8,1,4,,2.0,1.0,724.0,2.0,0,,1649.0,8,4
91118,24,Nordeste,4,68,0,3,4,,2.0,1.0,724.0,1.0,0,2.0,824.0,8,1
91119,24,Nordeste,2,69,0,1,2,3.0,2.0,1.0,724.0,2.0,0,,724.0,8,17
91127,24,Nordeste,4,74,8,3,4,,2.0,1.0,724.0,1.0,0,2.0,724.0,8,3
91128,24,Nordeste,2,80,8,1,4,,2.0,1.0,724.0,2.0,0,,724.0,8,5
91140,24,Nordeste,4,36,2,1,4,,2.0,1.0,724.0,1.0,0,1.0,1108.0,8,12
91146,24,Nordeste,2,76,2,3,4,,2.0,1.0,724.0,1.0,0,1.0,724.0,8,1
91147,24,Nordeste,4,65,8,1,4,,2.0,1.0,724.0,1.0,0,1.0,1124.0,8,5
91154,24,Nordeste,2,61,8,1,4,,2.0,1.0,724.0,2.0,0,,724.0,8,3
91155,24,Nordeste,4,72,8,1,4,,2.0,1.0,724.0,2.0,0,,724.0,8,6
91156,24,Nordeste,2,89,2,1,4,,2.0,1.0,724.0,2.0,0,,724.0,8,6
91168,24,Nordeste,4,59,8,1,4,,2.0,1.0,1435.0,2.0,0,,1435.0,1,12
91186,24,Nordeste,2,59,2,1,4,,2.0,1.0,724.0,1.0,0,5.0,1124.0,1,4
91229,24,Nordeste,2,83,8,1,4,,2.0,1.0,724.0,2.0,0,,1448.0,1,1
91243,24,Nordeste,2,42,2,3,4,,2.0,1.0,760.0,2.0,0,,760.0,1,3
91268,24,Nordeste,4,56,8,3,4,,2.0,1.0,724.0,1.0,0,3.0,936.0,1,2
91278,24,Nordeste,4,51,8,1,4,,2.0,1.0,724.0,1.0,0,1.0,1184.0,1,5
91281,24,Nordeste,2,63,8,1,4,,2.0,1.0,3600.0,1.0,0,3.0,18600.0,1,12
91347,24,Nordeste,2,62,2,3,4,,2.0,1.0,724.0,2.0,0,,1448.0,1,2
91353,24,Nordeste,2,61,2,1,4,,2.0,1.0,724.0,1.0,0,2.0,950.0,1,1
91355,24,Nordeste,2,80,2,1,4,,2.0,1.0,724.0,2.0,0,,724.0,1,1
91361,24,Nordeste,4,68,8,1,4,,2.0,1.0,724.0,2.0,0,,724.0,1,5
91365,24,Nordeste,2,64,8,1,4,,2.0,1.0,3728.0,2.0,0,,3728.0,1,12
91368,24,Nordeste,2,70,8,1,4,,2.0,1.0,13090.0,2.0,0,,13090.0,1,16
91384,24,Nordeste,2,70,8,1,4,,2.0,1.0,724.0,2.0,0,,724.0,1,5
91401,24,Nordeste,4,65,2,1,4,,2.0,1.0,724.0,1.0,0,1.0,1498.0,8,2
91406,24,Nordeste,2,73,8,3,4,,2.0,1.0,724.0,2.0,0,,724.0,8,1
91407,24,Nordeste,4,69,2,1,4,,2.0,1.0,724.0,2.0,0,,724.0,8,6
91409,24,Nordeste,2,65,2,3,4,,2.0,1.0,724.0,2.0,0,,724.0,8,1
91410,24,Nordeste,4,59,8,1,4,,2.0,1.0,724.0,1.0,0,2.0,924.0,8,5
91411,24,Nordeste,2,68,8,3,4,,2.0,1.0,724.0,1.0,0,3.0,724.0,8,1
91412,24,Nordeste,4,63,8,3,4,,2.0,1.0,724.0,1.0,0,1.0,914.0,8,2
91429,24,Nordeste,4,69,2,1,4,,2.0,1.0,3000.0,1.0,0,3.0,4000.0,1,15
91451,24,Nordeste,2,59,8,1,4,,2.0,1.0,724.0,2.0,0,,724.0,1,6
91457,24,Nordeste,4,64,2,3,4,,2.0,1.0,724.0,2.0,0,,1448.0,1,1
91474,24,Nordeste,2,69,2,3,4,,2.0,1.0,724.0,1.0,0,3.0,724.0,1,1
91477,24,Nordeste,2,82,8,3,4,,2.0,1.0,724.0,2.0,0,,1448.0,1,1
91478,24,Nordeste,4,74,8,1,4,,2.0,1.0,724.0,2.0,0,,1448.0,1,9
91500,24,Nordeste,2,76,8,1,4,,2.0,1.0,724.0,1.0,0,3.0,1224.0,1,3
91501,24,Nordeste,4,70,8,3,4,,2.0,1.0,724.0,2.0,0,,724.0,1,1
91510,24,Nordeste,2,58,2,1,4,,2.0,1.0,1900.0,1.0,0,3.0,2200.0,1,12
91512,24,Nordeste,4,89,8,1,4,,2.0,1.0,724.0,2.0,0,,724.0,1,4
91520,24,Nordeste,2,68,8,1,4,,2.0,1.0,3000.0,1.0,0,5.0,3000.0,1,9
91521,24,Nordeste,4,69,8,1,4,,2.0,1.0,724.0,2.0,0,,724.0,1,5
91536,24,Nordeste,2,72,8,3,4,,2.0,1.0,724.0,1.0,0,2.0,724.0,8,1
91550,24,Nordeste,2,70,2,1,2,6.0,2.0,1.0,724.0,1.0,0,3.0,2148.0,8,1
91551,24,Nordeste,4,58,2,1,2,6.0,2.0,1.0,724.0,1.0,0,1.0,724.0,8,1
91561,24,Nordeste,4,62,2,1,4,,2.0,1.0,724.0,2.0,0,,724.0,8,5
91588,24,Nordeste,2,66,2,3,4,,2.0,1.0,724.0,1.0,0,2.0,724.0,8,1
91589,24,Nordeste,4,71,2,3,4,,2.0,1.0,724.0,2.0,0,,724.0,8,1
91591,24,Nordeste,2,60,8,3,4,,2.0,1.0,724.0,1.0,0,3.0,724.0,8,1
91592,24,Nordeste,4,56,8,3,4,,2.0,1.0,724.0,1.0,0,3.0,724.0,8,1
91612,24,Nordeste,2,68,8,1,4,,2.0,1.0,724.0,1.0,0,2.0,824.0,8,6
91613,24,Nordeste,4,72,8,3,4,,2.0,1.0,724.0,1.0,0,1.0,774.0,8,1
91627,24,Nordeste,2,58,8,3,4,,2.0,1.0,724.0,1.0,0,1.0,1164.0,8,1
91629,24,Nordeste,2,59,8,1,4,,2.0,1.0,724.0,2.0,0,,724.0,8,5
91641,24,Nordeste,4,84,8,3,4,,2.0,1.0,724.0,2.0,0,,1448.0,8,1
91644,24,Nordeste,2,70,8,3,4,,2.0,1.0,724.0,1.0,0,3.0,724.0,8,1
91645,24,Nordeste,4,69,8,1,4,,2.0,1.0,724.0,1.0,0,1.0,724.0,8,6
91661,24,Nordeste,4,71,2,1,4,,2.0,1.0,724.0,2.0,0,,724.0,1,8
91687,24,Nordeste,4,72,4,1,4,,2.0,1.0,724.0,2.0,0,,724.0,1,4
91692,24,Nordeste,4,63,2,1,4,,2.0,1.0,724.0,1.0,0,2.0,949.0,1,4
91695,24,Nordeste,2,66,8,1,4,,2.0,1.0,1086.0,2.0,0,,1086.0,1,6
91696,24,Nordeste,4,62,2,1,4,,2.0,1.0,724.0,2.0,0,,724.0,1,5
91710,24,Nordeste,4,62,8,1,4,,2.0,1.0,724.0,2.0,0,,724.0,1,7
91717,24,Nordeste,2,59,2,1,4,,2.0,1.0,5000.0,1.0,0,3.0,6000.0,1,16
91792,24,Nordeste,4,62,8,3,4,,2.0,1.0,724.0,2.0,0,,1448.0,1,1
91796,24,Nordeste,4,76,8,1,4,,2.0,1.0,724.0,2.0,0,,724.0,1,2
91839,24,Nordeste,2,82,8,3,4,,2.0,1.0,724.0,2.0,0,,724.0,1,1
91840,24,Nordeste,4,75,8,1,4,,2.0,1.0,724.0,2.0,0,,724.0,1,6
91841,24,Nordeste,2,41,2,1,4,,2.0,1.0,724.0,2.0,0,,724.0,1,1
91842,24,Nordeste,2,75,8,1,4,,2.0,1.0,1700.0,2.0,0,,1700.0,1,9
91925,24,Nordeste,4,56,8,1,4,,2.0,1.0,3400.0,2.0,0,,3400.0,1,16
91935,24,Nordeste,4,82,2,1,4,,2.0,1.0,724.0,2.0,0,,1448.0,1,5
91948,24,Nordeste,2,65,8,1,4,,2.0,1.0,8668.0,2.0,0,,8668.0,1,14
91961,24,Nordeste,2,63,2,1,4,,2.0,1.0,1810.0,2.0,0,,1810.0,1,6
91993,24,Nordeste,2,52,8,1,4,,2.0,1.0,2500.0,1.0,0,2.0,3900.0,1,12
92019,24,Nordeste,4,85,8,1,4,,2.0,1.0,724.0,2.0,0,,1448.0,1,6
92031,24,Nordeste,2,57,8,3,4,,2.0,1.0,724.0,2.0,0,,724.0,1,3
92039,24,Nordeste,2,53,8,1,4,,2.0,1.0,724.0,2.0,0,,724.0,1,8
92043,24,Nordeste,2,67,2,1,4,,2.0,1.0,848.0,2.0,0,,848.0,1,10
92044,24,Nordeste,4,60,2,1,4,,2.0,1.0,3500.0,2.0,0,,3500.0,1,16
92049,24,Nordeste,4,62,8,1,4,,2.0,1.0,724.0,2.0,0,,724.0,1,12
92100,24,Nordeste,4,72,8,1,4,,2.0,1.0,724.0,2.0,0,,724.0,1,5
92108,24,Nordeste,2,75,8,3,4,,2.0,1.0,724.0,1.0,0,4.0,1224.0,1,1
92114,24,Nordeste,4,77,2,3,4,,2.0,1.0,724.0,2.0,0,,724.0,1,1
92123,24,Nordeste,2,78,8,1,4,,2.0,1.0,724.0,2.0,0,,1448.0,1,2
92127,24,Nordeste,4,69,2,3,4,,2.0,1.0,724.0,2.0,0,,724.0,1,5
92132,24,Nordeste,4,73,2,1,4,,2.0,1.0,724.0,1.0,0,1.0,874.0,1,4
92133,24,Nordeste,2,73,8,1,4,,2.0,1.0,724.0,2.0,0,,724.0,1,6
92138,24,Nordeste,2,64,8,1,4,,2.0,1.0,724.0,2.0,0,,724.0,1,9
92147,24,Nordeste,2,70,2,1,4,,2.0,1.0,724.0,1.0,0,5.0,2924.0,8,5
92153,24,Nordeste,4,53,8,3,4,,2.0,1.0,724.0,2.0,0,,804.0,8,3
92154,24,Nordeste,2,31,2,3,4,,2.0,1.0,724.0,2.0,0,,724.0,8,3
92156,24,Nordeste,4,73,8,1,4,,2.0,1.0,724.0,2.0,0,,724.0,8,7
92181,24,Nordeste,2,78,8,1,4,,2.0,1.0,724.0,1.0,0,1.0,794.0,1,1
92187,24,Nordeste,4,54,8,1,4,,2.0,1.0,724.0,2.0,0,,1448.0,1,6
92189,24,Nordeste,2,49,4,1,4,,2.0,1.0,4500.0,2.0,0,,4500.0,1,13
92195,24,Nordeste,4,76,8,3,4,,2.0,1.0,724.0,2.0,0,,1448.0,1,1
92197,24,Nordeste,4,87,2,3,4,,2.0,1.0,724.0,2.0,0,,1448.0,1,1
92201,24,Nordeste,2,76,8,1,4,,2.0,1.0,724.0,2.0,0,,724.0,1,7
92204,24,Nordeste,2,85,8,3,4,,2.0,1.0,724.0,2.0,0,,724.0,1,1
92218,24,Nordeste,2,69,8,3,4,,2.0,1.0,724.0,1.0,0,4.0,1074.0,7,3
92219,24,Nordeste,4,68,8,3,4,,2.0,1.0,724.0,2.0,0,,724.0,7,1
92236,24,Nordeste,4,58,8,3,4,,2.0,1.0,724.0,1.0,0,2.0,806.0,7,2
92246,24,Nordeste,2,61,8,1,4,,2.0,1.0,724.0,1.0,0,5.0,2224.0,7,2
92250,24,Nordeste,2,65,2,3,4,,2.0,1.0,724.0,1.0,0,3.0,724.0,7,1
92258,24,Nordeste,2,72,8,3,4,,2.0,1.0,724.0,1.0,0,3.0,1224.0,7,1
92259,24,Nordeste,4,72,2,3,4,,2.0,1.0,724.0,1.0,0,2.0,724.0,7,1
92276,24,Nordeste,2,61,8,1,4,,2.0,1.0,980.0,1.0,0,2.0,980.0,8,4
92319,24,Nordeste,2,75,8,3,4,,2.0,1.0,724.0,1.0,0,2.0,724.0,5,1
92325,24,Nordeste,4,68,8,3,4,,2.0,1.0,724.0,1.0,0,3.0,724.0,5,1
92333,24,Nordeste,4,49,8,3,4,,2.0,1.0,724.0,2.0,0,,724.0,5,1
92335,24,Nordeste,4,61,8,1,4,,2.0,1.0,724.0,1.0,0,2.0,1448.0,5,9
92336,24,Nordeste,2,71,2,3,4,,2.0,1.0,724.0,1.0,0,2.0,924.0,5,2
92341,24,Nordeste,4,87,2,1,4,,2.0,1.0,724.0,2.0,0,,1448.0,5,6
92364,24,Nordeste,2,66,8,3,4,,2.0,1.0,724.0,2.0,0,,724.0,8,1
92365,24,Nordeste,4,65,8,1,4,,2.0,1.0,724.0,2.0,0,,724.0,8,8
92380,24,Nordeste,2,76,8,1,4,,2.0,1.0,724.0,1.0,0,2.0,724.0,8,5
92381,24,Nordeste,4,75,2,3,4,,2.0,1.0,724.0,2.0,0,,724.0,8,3
92388,24,Nordeste,2,74,8,3,4,,2.0,1.0,724.0,2.0,0,,724.0,8,1
92389,24,Nordeste,4,71,8,1,4,,2.0,1.0,724.0,2.0,0,,724.0,8,5
92399,24,Nordeste,4,77,8,3,4,,2.0,1.0,724.0,2.0,0,,1448.0,8,2
92410,24,Nordeste,4,56,4,3,4,,2.0,1.0,724.0,2.0,0,,1668.0,8,1
92414,24,Nordeste,2,75,8,1,4,,2.0,1.0,2880.0,2.0,0,,2880.0,8,1
92415,24,Nordeste,4,72,8,3,4,,2.0,1.0,724.0,2.0,0,,724.0,8,1
92418,24,Nordeste,4,89,8,1,4,,2.0,1.0,724.0,2.0,0,,724.0,8,1
92421,24,Nordeste,2,71,2,3,4,,2.0,1.0,1448.0,2.0,0,,1448.0,8,3
92424,24,Nordeste,4,78,8,1,4,,2.0,1.0,724.0,2.0,0,,1448.0,8,1
92434,24,Nordeste,2,85,2,3,4,,2.0,1.0,724.0,1.0,0,1.0,724.0,1,1
92435,24,Nordeste,4,80,2,1,4,,2.0,1.0,724.0,2.0,0,,724.0,1,1
92483,24,Nordeste,4,77,2,1,4,,2.0,1.0,724.0,2.0,0,,1448.0,1,7
92484,24,Nordeste,2,81,8,3,4,,2.0,1.0,724.0,2.0,0,,724.0,1,1
92504,24,Nordeste,4,69,2,1,4,,2.0,1.0,740.0,2.0,0,,1480.0,1,4
92517,24,Nordeste,2,68,8,3,4,,2.0,1.0,724.0,1.0,0,2.0,1524.0,1,1
92519,24,Nordeste,4,56,8,1,4,,2.0,1.0,724.0,2.0,0,,724.0,8,5
92522,24,Nordeste,4,68,2,1,4,,2.0,1.0,1600.0,2.0,0,,1600.0,8,6
92524,24,Nordeste,2,77,8,3,4,,2.0,1.0,724.0,2.0,0,,1448.0,8,1
92530,24,Nordeste,2,51,2,3,4,,2.0,1.0,724.0,2.0,0,,724.0,8,1
92539,24,Nordeste,4,80,2,1,4,,2.0,1.0,724.0,2.0,0,,1448.0,8,5
92542,24,Nordeste,4,61,2,1,4,,2.0,1.0,724.0,2.0,0,,874.0,8,5
92543,24,Nordeste,2,48,2,3,4,,2.0,1.0,724.0,2.0,0,,724.0,8,1
92559,24,Nordeste,4,65,4,1,4,,2.0,1.0,724.0,2.0,0,,724.0,8,1
92571,24,Nordeste,2,75,8,1,4,,2.0,1.0,724.0,1.0,0,1.0,724.0,1,5
92575,24,Nordeste,4,60,8,3,4,,2.0,1.0,724.0,1.0,0,1.0,724.0,1,1
92611,24,Nordeste,2,73,8,3,4,,2.0,1.0,724.0,2.0,0,,1448.0,1,1
92621,24,Nordeste,4,77,4,1,4,,2.0,1.0,724.0,2.0,0,,1448.0,1,1
92627,24,Nordeste,2,67,8,3,4,,2.0,1.0,724.0,2.0,0,,724.0,1,1
92628,24,Nordeste,4,66,8,1,4,,2.0,1.0,724.0,2.0,0,,724.0,1,2
92639,24,Nordeste,4,60,8,1,4,,2.0,1.0,724.0,2.0,0,,724.0,1,12
92651,24,Nordeste,2,64,2,3,4,,2.0,1.0,724.0,1.0,0,2.0,1024.0,1,1
92655,24,Nordeste,2,75,2,3,4,,2.0,1.0,724.0,2.0,0,,724.0,1,1
92656,24,Nordeste,4,70,2,1,4,,2.0,1.0,724.0,2.0,0,,724.0,1,5
92661,24,Nordeste,2,74,2,3,4,,2.0,1.0,724.0,2.0,0,,724.0,1,1
92665,24,Nordeste,4,76,2,1,4,,2.0,1.0,724.0,2.0,0,,724.0,1,2
92676,24,Nordeste,2,92,8,3,4,,2.0,1.0,724.0,2.0,0,,724.0,1,1
92685,24,Nordeste,4,64,2,1,4,,2.0,1.0,724.0,1.0,0,2.0,1124.0,1,3
92686,24,Nordeste,2,69,2,3,4,,2.0,1.0,724.0,2.0,0,,724.0,1,1
92712,24,Nordeste,4,57,2,1,4,,2.0,1.0,724.0,2.0,0,,724.0,1,6
92724,24,Nordeste,4,84,8,3,4,,2.0,1.0,724.0,2.0,0,,1448.0,1,1
92734,24,Nordeste,2,68,8,3,4,,2.0,1.0,724.0,1.0,0,2.0,724.0,1,1
92741,24,Nordeste,2,82,8,3,4,,2.0,1.0,724.0,2.0,0,,724.0,1,1
92742,24,Nordeste,4,73,8,3,4,,2.0,1.0,724.0,2.0,0,,724.0,1,1
92753,24,Nordeste,4,69,2,1,4,,2.0,1.0,724.0,1.0,0,2.0,724.0,8,4
92759,24,Nordeste,4,71,2,3,4,,2.0,1.0,724.0,1.0,0,1.0,1448.0,8,1
92762,24,Nordeste,4,58,8,1,4,,2.0,1.0,724.0,1.0,0,1.0,724.0,8,3
92766,24,Nordeste,2,68,2,3,4,,2.0,1.0,724.0,1.0,0,2.0,724.0,8,1
92767,24,Nordeste,4,73,2,1,4,,2.0,1.0,724.0,1.0,0,2.0,724.0,8,3
92772,24,Nordeste,2,72,4,3,4,,2.0,1.0,724.0,1.0,0,3.0,1004.0,8,1
92773,24,Nordeste,4,66,8,1,4,,2.0,1.0,724.0,1.0,0,2.0,724.0,8,3
92776,24,Nordeste,4,51,2,1,4,,2.0,1.0,724.0,2.0,0,,724.0,1,12
92788,24,Nordeste,2,55,8,1,4,,2.0,1.0,724.0,1.0,0,2.0,1024.0,1,3
92898,24,Nordeste,4,87,4,3,4,,2.0,1.0,724.0,2.0,0,,724.0,1,1
92921,24,Nordeste,4,72,8,3,4,,2.0,1.0,724.0,2.0,0,,724.0,1,1
92940,24,Nordeste,2,63,8,1,4,,2.0,1.0,724.0,2.0,0,,724.0,1,3
92976,24,Nordeste,2,65,8,3,4,,2.0,1.0,724.0,1.0,0,2.0,724.0,8,1
92977,24,Nordeste,4,63,8,1,4,,2.0,1.0,724.0,1.0,0,1.0,724.0,8,1
92998,24,Nordeste,4,63,4,3,4,,2.0,1.0,724.0,2.0,0,,1448.0,8,1
93006,24,Nordeste,4,59,2,3,4,,2.0,1.0,724.0,2.0,0,,724.0,8,1
93034,24,Nordeste,2,66,8,3,4,,2.0,1.0,724.0,1.0,0,2.0,1448.0,1,1
93040,24,Nordeste,4,66,2,3,4,,2.0,1.0,724.0,2.0,0,,724.0,1,1
93046,24,Nordeste,4,68,8,1,4,,2.0,1.0,724.0,2.0,0,,724.0,1,12
93063,24,Nordeste,4,66,8,3,4,,2.0,1.0,724.0,2.0,0,,724.0,8,1
93074,24,Nordeste,4,64,2,1,4,,2.0,1.0,724.0,2.0,0,,724.0,8,6
93084,24,Nordeste,2,69,2,1,4,,2.0,1.0,3000.0,1.0,0,2.0,3000.0,8,16
93127,24,Nordeste,2,76,8,3,4,,2.0,1.0,724.0,2.0,0,,724.0,1,1
93137,24,Nordeste,2,71,2,1,4,,2.0,1.0,724.0,2.0,0,,1448.0,1,1
93156,24,Nordeste,2,61,4,3,4,,2.0,1.0,724.0,2.0,0,,724.0,1,1
93157,24,Nordeste,4,90,8,3,4,,2.0,1.0,900.0,2.0,0,,900.0,1,1
93187,24,Nordeste,4,89,8,3,4,,2.0,1.0,724.0,2.0,0,,724.0,8,1
93198,24,Nordeste,4,62,8,1,4,,2.0,1.0,724.0,2.0,0,,724.0,1,4
93200,24,Nordeste,2,69,8,1,4,,2.0,1.0,850.0,2.0,0,,850.0,1,5
93207,24,Nordeste,2,60,8,1,4,,2.0,1.0,724.0,2.0,0,,724.0,1,5
93219,24,Nordeste,2,82,2,3,4,,2.0,1.0,724.0,2.0,0,,724.0,1,1
93220,24,Nordeste,4,77,8,3,4,,2.0,1.0,724.0,2.0,0,,724.0,1,1
93221,24,Nordeste,2,72,8,1,4,,2.0,1.0,724.0,1.0,0,5.0,999999999999.0,1,5
93225,24,Nordeste,4,56,8,3,4,,2.0,1.0,724.0,2.0,0,,836.0,1,1
93230,24,Nordeste,4,60,2,3,4,,2.0,1.0,724.0,2.0,0,,724.0,1,1
93234,24,Nordeste,4,78,8,1,4,,2.0,1.0,724.0,2.0,0,,1448.0,1,4
93249,24,Nordeste,4,63,8,3,4,,2.0,1.0,1448.0,2.0,0,,1448.0,1,1
93254,24,Nordeste,2,51,8,1,4,,2.0,1.0,1000.0,2.0,0,,1000.0,1,12
93274,24,Nordeste,2,56,2,1,4,,2.0,1.0,724.0,2.0,0,,724.0,1,15
93275,24,Nordeste,4,58,2,1,4,,2.0,1.0,3000.0,1.0,0,4.0,3800.0,1,16
93281,24,Nordeste,2,72,2,1,4,,2.0,1.0,1086.0,1.0,0,3.0,5086.0,1,16
93282,24,Nordeste,4,71,2,1,4,,2.0,1.0,724.0,2.0,0,,724.0,1,8
93283,24,Nordeste,4,81,2,1,4,,2.0,1.0,724.0,2.0,0,,724.0,1,5
93284,24,Nordeste,4,57,8,1,4,,2.0,1.0,724.0,2.0,0,,1448.0,1,6
93306,24,Nordeste,4,72,8,3,4,,2.0,1.0,724.0,2.0,0,,724.0,1,1
93324,24,Nordeste,4,67,4,1,4,,2.0,1.0,724.0,2.0,0,,724.0,1,1
93328,24,Nordeste,4,63,4,1,4,,2.0,1.0,724.0,2.0,0,,924.0,1,6
93331,24,Nordeste,2,45,8,1,4,,2.0,1.0,724.0,2.0,0,,724.0,1,12
93338,24,Nordeste,4,74,2,3,4,,2.0,1.0,724.0,2.0,0,,1448.0,1,1
93353,24,Nordeste,2,75,2,3,4,,2.0,1.0,724.0,1.0,0,1.0,769.0,1,1
93362,24,Nordeste,2,84,8,1,4,,2.0,1.0,900.0,2.0,0,,900.0,1,3
