,UF,REGIAO,SEXO,IDADE,COR,ALFABETIZADO,ESCOLA_CRECHE,CURSO,APOSENTADO,APOSENTADORIA,VALOR_APOSENTADORIA,PEA,SAL_MIN,HORAS_TRABALHO,REND_MEN_TOT,SIT_CENSITARIA,ANOS_ESTUDO
165134,31,Sudeste,2.0,86.0,2.0,1.0,4.0,,2.0,1.0,220.0,2.0,0,,220.0,1.0,5.0
165135,31,Sudeste,4.0,76.0,2.0,1.0,4.0,,2.0,1.0,180.0,2.0,0,,360.0,1.0,5.0
165170,31,Sudeste,2.0,63.0,2.0,3.0,4.0,,2.0,1.0,180.0,1.0,0,3.0,380.0,1.0,1.0
165176,31,Sudeste,2.0,72.0,2.0,1.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,5.0
165188,31,Sudeste,2.0,49.0,2.0,1.0,4.0,,2.0,1.0,1500.0,2.0,0,,1500.0,1.0,12.0
165203,31,Sudeste,2.0,75.0,2.0,3.0,4.0,,2.0,1.0,180.0,1.0,0,,180.0,1.0,1.0
165204,31,Sudeste,4.0,57.0,2.0,1.0,4.0,,2.0,1.0,180.0,1.0,0,1.0,180.0,1.0,3.0
165206,31,Sudeste,2.0,66.0,8.0,3.0,4.0,,2.0,1.0,180.0,1.0,0,3.0,330.0,1.0,1.0
165240,31,Sudeste,2.0,56.0,2.0,1.0,4.0,,2.0,1.0,1900.0,1.0,0,3.0,2650.0,1.0,12.0
165269,31,Sudeste,4.0,64.0,2.0,3.0,4.0,,2.0,1.0,259.0,2.0,0,,259.0,8.0,1.0
165270,31,Sudeste,2.0,71.0,2.0,1.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,8.0,2.0
165305,31,Sudeste,2.0,68.0,2.0,1.0,4.0,,2.0,1.0,180.0,1.0,0,5.0,670.0,8.0,5.0
165317,31,Sudeste,4.0,69.0,2.0,1.0,4.0,,2.0,1.0,180.0,2.0,0,,360.0,1.0,12.0
165338,31,Sudeste,2.0,83.0,2.0,1.0,4.0,,2.0,1.0,700.0,2.0,0,,1820.0,1.0,6.0
165372,31,Sudeste,2.0,52.0,2.0,1.0,4.0,,2.0,1.0,1106.0,1.0,0,1.0,1326.0,1.0,12.0
165385,31,Sudeste,4.0,30.0,8.0,1.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,4.0
165386,31,Sudeste,2.0,60.0,2.0,3.0,4.0,,2.0,1.0,180.0,1.0,0,2.0,220.0,1.0,2.0
165389,31,Sudeste,4.0,30.0,8.0,1.0,4.0,,2.0,1.0,180.0,1.0,0,2.0,300.0,1.0,6.0
165426,31,Sudeste,4.0,56.0,8.0,1.0,4.0,,2.0,1.0,360.0,2.0,0,,360.0,1.0,9.0
165427,31,Sudeste,2.0,69.0,2.0,3.0,4.0,,2.0,1.0,185.0,2.0,0,,185.0,1.0,1.0
165441,31,Sudeste,2.0,45.0,2.0,1.0,4.0,,2.0,1.0,382.0,1.0,0,3.0,782.0,1.0,5.0
165446,31,Sudeste,2.0,54.0,2.0,1.0,4.0,,2.0,1.0,1900.0,1.0,0,3.0,3000.0,1.0,9.0
165466,31,Sudeste,2.0,62.0,2.0,1.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,4.0
165467,31,Sudeste,4.0,53.0,2.0,3.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,1.0
165480,31,Sudeste,4.0,59.0,2.0,1.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,5.0
165482,31,Sudeste,2.0,60.0,8.0,1.0,4.0,,2.0,1.0,397.0,1.0,0,1.0,517.0,1.0,10.0
165488,31,Sudeste,4.0,83.0,2.0,3.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,2.0
165490,31,Sudeste,4.0,57.0,8.0,1.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,4.0
165491,31,Sudeste,2.0,65.0,8.0,1.0,4.0,,2.0,1.0,1200.0,1.0,0,5.0,1500.0,1.0,5.0
165492,31,Sudeste,2.0,45.0,8.0,1.0,4.0,,2.0,1.0,1100.0,1.0,0,3.0,1300.0,1.0,13.0
165499,31,Sudeste,2.0,46.0,2.0,1.0,4.0,,2.0,1.0,658.0,1.0,0,3.0,1358.0,1.0,12.0
165500,31,Sudeste,2.0,64.0,2.0,1.0,4.0,,2.0,1.0,690.0,1.0,0,,690.0,1.0,5.0
165503,31,Sudeste,4.0,48.0,8.0,1.0,4.0,,2.0,1.0,1000000000000.0,1.0,0,2.0,1000000000000.0,1.0,16.0
165505,31,Sudeste,2.0,78.0,2.0,1.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,5.0
165513,31,Sudeste,2.0,42.0,2.0,1.0,4.0,,2.0,1.0,870.0,1.0,0,2.0,3720.0,1.0,16.0
165515,31,Sudeste,2.0,79.0,8.0,1.0,4.0,,2.0,1.0,1300.0,1.0,0,2.0,1600.0,1.0,5.0
165517,31,Sudeste,2.0,66.0,2.0,1.0,4.0,,2.0,1.0,730.0,2.0,0,,730.0,1.0,12.0
165520,31,Sudeste,2.0,59.0,2.0,1.0,4.0,,2.0,1.0,800.0,1.0,0,5.0,1000.0,1.0,13.0
165522,31,Sudeste,2.0,55.0,8.0,1.0,4.0,,2.0,1.0,1850.0,1.0,0,3.0,1000000000000.0,1.0,16.0
165523,31,Sudeste,4.0,55.0,8.0,1.0,4.0,,2.0,1.0,930.0,2.0,0,,930.0,1.0,16.0
165547,31,Sudeste,2.0,55.0,2.0,1.0,4.0,,2.0,1.0,1400.0,2.0,0,,1400.0,1.0,4.0
165550,31,Sudeste,2.0,43.0,8.0,1.0,4.0,,2.0,1.0,274.0,2.0,0,,274.0,1.0,5.0
165557,31,Sudeste,2.0,69.0,2.0,3.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,1.0
165560,31,Sudeste,4.0,63.0,2.0,1.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,5.0
165574,31,Sudeste,2.0,69.0,2.0,1.0,4.0,,2.0,1.0,211.0,2.0,0,,211.0,1.0,5.0
165576,31,Sudeste,4.0,70.0,8.0,1.0,4.0,,2.0,1.0,250.0,2.0,0,,700.0,1.0,5.0
165582,31,Sudeste,2.0,65.0,2.0,1.0,4.0,,2.0,1.0,1300.0,2.0,0,,1300.0,1.0,5.0
165592,31,Sudeste,2.0,78.0,2.0,1.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,3.0
165617,31,Sudeste,2.0,69.0,2.0,1.0,4.0,,2.0,1.0,780.0,2.0,0,,780.0,1.0,12.0
165618,31,Sudeste,4.0,65.0,2.0,1.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,9.0
165620,31,Sudeste,2.0,65.0,2.0,1.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,8.0
165621,31,Sudeste,4.0,67.0,2.0,3.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,1.0
165622,31,Sudeste,2.0,64.0,2.0,1.0,4.0,,2.0,1.0,270.0,2.0,0,,270.0,1.0,1.0
165623,31,Sudeste,4.0,91.0,2.0,3.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,1.0
165624,31,Sudeste,4.0,55.0,2.0,1.0,4.0,,2.0,1.0,180.0,1.0,0,1.0,240.0,1.0,5.0
165643,31,Sudeste,2.0,69.0,2.0,3.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,1.0
165656,31,Sudeste,4.0,52.0,8.0,3.0,4.0,,2.0,1.0,200.0,2.0,0,,200.0,1.0,1.0
165665,31,Sudeste,2.0,40.0,2.0,1.0,4.0,,2.0,1.0,240.0,2.0,0,,240.0,1.0,5.0
165666,31,Sudeste,2.0,64.0,2.0,1.0,4.0,,2.0,1.0,230.0,2.0,0,,230.0,1.0,3.0
165677,31,Sudeste,2.0,62.0,8.0,1.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,5.0
165678,31,Sudeste,2.0,71.0,2.0,1.0,4.0,,2.0,1.0,180.0,1.0,0,5.0,3180.0,1.0,5.0
165679,31,Sudeste,4.0,65.0,2.0,1.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,5.0
165680,31,Sudeste,4.0,84.0,2.0,3.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,1.0
165681,31,Sudeste,2.0,46.0,2.0,1.0,4.0,,2.0,1.0,180.0,1.0,0,,180.0,1.0,3.0
165685,31,Sudeste,2.0,77.0,2.0,1.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,3.0
165687,31,Sudeste,4.0,77.0,2.0,1.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,3.0
165698,31,Sudeste,2.0,65.0,2.0,3.0,4.0,,2.0,1.0,500.0,2.0,0,,500.0,1.0,1.0
165699,31,Sudeste,4.0,65.0,2.0,1.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,5.0
165706,31,Sudeste,2.0,41.0,2.0,1.0,4.0,,2.0,1.0,630.0,2.0,0,,630.0,1.0,7.0
165711,31,Sudeste,4.0,44.0,4.0,1.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,5.0
165712,31,Sudeste,2.0,74.0,8.0,3.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,1.0
165727,31,Sudeste,2.0,75.0,8.0,3.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,1.0
165731,31,Sudeste,2.0,40.0,8.0,3.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,1.0
165735,31,Sudeste,4.0,78.0,2.0,3.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,1.0
165738,31,Sudeste,2.0,78.0,2.0,1.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,1.0
165739,31,Sudeste,4.0,68.0,8.0,1.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,5.0
165765,31,Sudeste,2.0,59.0,2.0,1.0,4.0,,2.0,1.0,650.0,2.0,0,,650.0,1.0,5.0
165775,31,Sudeste,2.0,51.0,2.0,1.0,4.0,,2.0,1.0,2500.0,1.0,0,5.0,4200.0,1.0,16.0
165779,31,Sudeste,4.0,74.0,2.0,1.0,4.0,,2.0,1.0,624.0,2.0,0,,804.0,1.0,9.0
165786,31,Sudeste,2.0,69.0,2.0,1.0,4.0,,2.0,1.0,350.0,1.0,0,5.0,1890.0,1.0,7.0
165789,31,Sudeste,4.0,61.0,2.0,1.0,4.0,,2.0,1.0,180.0,2.0,0,,2650.0,1.0,12.0
165790,31,Sudeste,4.0,64.0,2.0,1.0,4.0,,2.0,1.0,1400.0,2.0,0,,1400.0,1.0,16.0
165791,31,Sudeste,2.0,62.0,2.0,1.0,4.0,,2.0,1.0,700.0,2.0,0,,700.0,1.0,12.0
165792,31,Sudeste,2.0,67.0,2.0,1.0,4.0,,2.0,1.0,720.0,2.0,0,,750.0,1.0,6.0
165793,31,Sudeste,4.0,67.0,2.0,1.0,4.0,,2.0,1.0,180.0,2.0,0,,690.0,1.0,1.0
165794,31,Sudeste,4.0,74.0,2.0,3.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,1.0
165843,31,Sudeste,2.0,58.0,2.0,1.0,4.0,,2.0,1.0,200.0,1.0,0,3.0,740.0,1.0,2.0
165857,31,Sudeste,4.0,68.0,2.0,1.0,4.0,,2.0,1.0,180.0,2.0,0,,360.0,1.0,5.0
165860,31,Sudeste,2.0,50.0,2.0,1.0,4.0,,2.0,1.0,364.0,1.0,0,1.0,444.0,1.0,12.0
165863,31,Sudeste,2.0,67.0,2.0,1.0,4.0,,2.0,1.0,600.0,1.0,0,3.0,800.0,1.0,4.0
165876,31,Sudeste,4.0,65.0,4.0,1.0,4.0,,2.0,1.0,420.0,2.0,0,,420.0,1.0,5.0
165877,31,Sudeste,2.0,65.0,4.0,1.0,4.0,,2.0,1.0,550.0,1.0,0,3.0,1050.0,1.0,9.0
165881,31,Sudeste,2.0,66.0,8.0,3.0,2.0,6.0,2.0,1.0,180.0,2.0,0,,180.0,1.0,1.0
165938,31,Sudeste,2.0,78.0,2.0,1.0,4.0,,2.0,1.0,6700.0,2.0,0,,7600.0,1.0,16.0
165939,31,Sudeste,4.0,70.0,2.0,1.0,4.0,,2.0,1.0,231.0,2.0,0,,231.0,1.0,16.0
165940,31,Sudeste,4.0,82.0,2.0,1.0,4.0,,2.0,1.0,2200.0,2.0,0,,4600.0,1.0,12.0
165941,31,Sudeste,4.0,76.0,2.0,1.0,4.0,,2.0,1.0,600.0,2.0,0,,600.0,1.0,12.0
165950,31,Sudeste,4.0,81.0,4.0,1.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,1.0
165951,31,Sudeste,2.0,79.0,2.0,1.0,4.0,,2.0,1.0,6000.0,2.0,0,,6000.0,1.0,12.0
165953,31,Sudeste,4.0,73.0,2.0,1.0,4.0,,2.0,1.0,508.0,2.0,0,,508.0,1.0,12.0
165954,31,Sudeste,2.0,59.0,2.0,1.0,4.0,,2.0,1.0,880.0,2.0,0,,880.0,1.0,12.0
165967,31,Sudeste,4.0,74.0,2.0,1.0,4.0,,2.0,1.0,2000.0,2.0,0,,4000.0,1.0,9.0
165968,31,Sudeste,4.0,63.0,2.0,1.0,4.0,,2.0,1.0,1029.0,2.0,0,,1029.0,1.0,12.0
165974,31,Sudeste,4.0,62.0,2.0,1.0,4.0,,2.0,1.0,500.0,2.0,0,,800.0,1.0,12.0
165981,31,Sudeste,2.0,75.0,2.0,1.0,4.0,,2.0,1.0,970.0,2.0,0,,4370.0,1.0,16.0
165995,31,Sudeste,4.0,72.0,2.0,1.0,4.0,,2.0,1.0,260.0,2.0,0,,3440.0,1.0,9.0
165998,31,Sudeste,2.0,51.0,2.0,1.0,4.0,,2.0,1.0,180.0,1.0,0,5.0,180.0,1.0,9.0
165999,31,Sudeste,4.0,73.0,2.0,1.0,4.0,,2.0,1.0,630.0,2.0,0,,810.0,1.0,14.0
166001,31,Sudeste,4.0,59.0,2.0,1.0,2.0,10.0,2.0,1.0,2500.0,1.0,0,2.0,9500.0,1.0,16.0
166002,31,Sudeste,2.0,65.0,2.0,1.0,4.0,,2.0,1.0,2000.0,2.0,0,,2000.0,1.0,16.0
166003,31,Sudeste,2.0,51.0,2.0,1.0,2.0,2.0,2.0,1.0,1000000000000.0,2.0,0,,1000000000000.0,1.0,9.0
166004,31,Sudeste,4.0,48.0,2.0,1.0,4.0,,2.0,1.0,1000000000000.0,2.0,0,,1000000000000.0,1.0,12.0
166006,31,Sudeste,2.0,59.0,2.0,1.0,4.0,,2.0,1.0,2500.0,2.0,0,,2950.0,1.0,12.0
166010,31,Sudeste,4.0,66.0,2.0,1.0,4.0,,2.0,1.0,200.0,2.0,0,,800.0,1.0,12.0
166019,31,Sudeste,2.0,59.0,2.0,1.0,4.0,,2.0,1.0,3500.0,1.0,0,2.0,5300.0,1.0,16.0
166020,31,Sudeste,4.0,57.0,2.0,1.0,4.0,,2.0,1.0,1700.0,2.0,0,,1700.0,1.0,16.0
166074,31,Sudeste,4.0,65.0,2.0,1.0,4.0,,2.0,1.0,5200.0,1.0,0,1.0,5550.0,1.0,16.0
166080,31,Sudeste,4.0,51.0,2.0,1.0,4.0,,2.0,1.0,2500.0,2.0,0,,2500.0,1.0,16.0
166107,31,Sudeste,4.0,76.0,8.0,3.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,1.0
166119,31,Sudeste,2.0,73.0,8.0,1.0,4.0,,2.0,1.0,270.0,1.0,0,3.0,270.0,1.0,4.0
166127,31,Sudeste,4.0,65.0,4.0,1.0,4.0,,2.0,1.0,180.0,1.0,0,3.0,425.0,1.0,3.0
166160,31,Sudeste,4.0,72.0,8.0,1.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,4.0
166174,31,Sudeste,4.0,53.0,8.0,1.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,4.0
166210,31,Sudeste,2.0,42.0,2.0,1.0,4.0,,2.0,1.0,270.0,1.0,0,5.0,670.0,1.0,5.0
166219,31,Sudeste,4.0,51.0,8.0,1.0,4.0,,2.0,1.0,1180.0,1.0,0,5.0,3080.0,1.0,16.0
166223,31,Sudeste,4.0,70.0,2.0,1.0,4.0,,2.0,1.0,360.0,2.0,0,,360.0,1.0,16.0
166234,31,Sudeste,2.0,59.0,2.0,1.0,4.0,,2.0,1.0,3600.0,1.0,0,2.0,5600.0,1.0,16.0
166244,31,Sudeste,4.0,49.0,2.0,1.0,4.0,,2.0,1.0,5017.0,2.0,0,,5017.0,1.0,15.0
166248,31,Sudeste,4.0,77.0,2.0,1.0,4.0,,2.0,1.0,1000000000000.0,2.0,0,,1000000000000.0,1.0,5.0
166249,31,Sudeste,2.0,75.0,2.0,1.0,4.0,,2.0,1.0,1000000000000.0,2.0,0,,1000000000000.0,1.0,5.0
166251,31,Sudeste,4.0,41.0,8.0,1.0,4.0,,2.0,1.0,1000.0,2.0,0,,1000.0,1.0,14.0
166256,31,Sudeste,4.0,42.0,2.0,1.0,4.0,,2.0,1.0,1100.0,2.0,0,,1100.0,1.0,16.0
166259,31,Sudeste,2.0,65.0,2.0,1.0,4.0,,2.0,1.0,600.0,1.0,0,3.0,15600.0,1.0,9.0
166262,31,Sudeste,2.0,54.0,8.0,1.0,4.0,,2.0,1.0,1200.0,1.0,0,3.0,3900.0,1.0,16.0
166269,31,Sudeste,2.0,63.0,2.0,1.0,4.0,,2.0,1.0,5000.0,1.0,0,2.0,7700.0,1.0,16.0
166271,31,Sudeste,4.0,59.0,2.0,1.0,2.0,10.0,2.0,1.0,1600.0,1.0,0,3.0,2500.0,1.0,16.0
166280,31,Sudeste,4.0,46.0,2.0,1.0,4.0,,2.0,1.0,180.0,1.0,0,2.0,360.0,1.0,8.0
166288,31,Sudeste,4.0,84.0,2.0,1.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,5.0
166294,31,Sudeste,2.0,46.0,2.0,1.0,4.0,,2.0,1.0,4000.0,2.0,0,,4000.0,1.0,12.0
166303,31,Sudeste,4.0,74.0,2.0,1.0,4.0,,2.0,1.0,180.0,2.0,0,,1260.0,1.0,7.0
166304,31,Sudeste,4.0,62.0,2.0,1.0,4.0,,2.0,1.0,1700.0,2.0,0,,1700.0,1.0,12.0
166306,31,Sudeste,2.0,63.0,2.0,1.0,4.0,,2.0,1.0,6000.0,1.0,0,2.0,6000.0,1.0,13.0
166308,31,Sudeste,4.0,58.0,8.0,1.0,4.0,,2.0,1.0,3540.0,2.0,0,,4040.0,1.0,16.0
166317,31,Sudeste,4.0,71.0,2.0,1.0,4.0,,2.0,1.0,580.0,2.0,0,,580.0,1.0,5.0
166322,31,Sudeste,4.0,78.0,2.0,1.0,4.0,,2.0,1.0,1298.0,2.0,0,,2201.0,1.0,9.0
166329,31,Sudeste,4.0,82.0,2.0,1.0,4.0,,2.0,1.0,1261.0,2.0,0,,1261.0,1.0,16.0
166331,31,Sudeste,4.0,69.0,2.0,1.0,4.0,,2.0,1.0,230.0,2.0,0,,230.0,1.0,12.0
166333,31,Sudeste,2.0,72.0,2.0,1.0,4.0,,2.0,1.0,1000.0,1.0,0,3.0,4000.0,1.0,12.0
166349,31,Sudeste,4.0,80.0,2.0,1.0,4.0,,2.0,1.0,2200.0,2.0,0,,3700.0,1.0,12.0
166369,31,Sudeste,4.0,66.0,2.0,1.0,4.0,,2.0,1.0,180.0,1.0,0,1.0,574.0,1.0,12.0
166374,31,Sudeste,2.0,75.0,2.0,1.0,4.0,,2.0,1.0,800.0,1.0,0,3.0,5800.0,1.0,16.0
166406,31,Sudeste,4.0,80.0,2.0,1.0,4.0,,2.0,1.0,1200.0,2.0,0,,2500.0,1.0,9.0
166417,31,Sudeste,4.0,88.0,4.0,1.0,4.0,,2.0,1.0,188.0,2.0,0,,188.0,1.0,4.0
166419,31,Sudeste,2.0,60.0,2.0,1.0,4.0,,2.0,1.0,5800.0,2.0,0,,5800.0,1.0,16.0
166421,31,Sudeste,4.0,56.0,2.0,1.0,4.0,,2.0,1.0,3200.0,1.0,0,,3200.0,1.0,16.0
166429,31,Sudeste,4.0,83.0,2.0,1.0,4.0,,2.0,1.0,500.0,2.0,0,,500.0,1.0,5.0
166430,31,Sudeste,2.0,87.0,2.0,1.0,4.0,,2.0,1.0,1000000000000.0,2.0,0,,1000000000000.0,1.0,5.0
166431,31,Sudeste,4.0,59.0,6.0,1.0,4.0,,2.0,1.0,2800.0,2.0,0,,2800.0,1.0,16.0
166432,31,Sudeste,2.0,59.0,6.0,1.0,4.0,,2.0,1.0,1000000000000.0,1.0,0,3.0,1000000000000.0,1.0,16.0
166435,31,Sudeste,4.0,59.0,8.0,1.0,2.0,5.0,2.0,1.0,1600.0,1.0,0,2.0,2600.0,1.0,12.0
166438,31,Sudeste,2.0,81.0,2.0,1.0,4.0,,2.0,1.0,1000000000000.0,2.0,0,,1000000000000.0,1.0,9.0
166442,31,Sudeste,2.0,40.0,8.0,1.0,4.0,,2.0,1.0,530.0,1.0,0,,530.0,1.0,11.0
166451,31,Sudeste,4.0,75.0,2.0,1.0,4.0,,2.0,1.0,380.0,2.0,0,,380.0,1.0,16.0
166455,31,Sudeste,2.0,74.0,2.0,1.0,4.0,,2.0,1.0,1202.0,2.0,0,,2152.0,1.0,12.0
166464,31,Sudeste,4.0,57.0,2.0,1.0,4.0,,2.0,1.0,840.0,2.0,0,,840.0,1.0,15.0
166466,31,Sudeste,2.0,57.0,2.0,1.0,4.0,,2.0,1.0,1400.0,1.0,0,2.0,3400.0,1.0,15.0
166471,31,Sudeste,2.0,56.0,2.0,1.0,4.0,,2.0,1.0,1440.0,1.0,0,5.0,1000000000000.0,1.0,16.0
166495,31,Sudeste,2.0,57.0,2.0,1.0,4.0,,2.0,1.0,1100.0,2.0,0,,5000.0,1.0,16.0
166501,31,Sudeste,4.0,78.0,2.0,1.0,4.0,,2.0,1.0,180.0,2.0,0,,394.0,1.0,4.0
166502,31,Sudeste,4.0,83.0,2.0,1.0,4.0,,2.0,1.0,180.0,2.0,0,,1170.0,1.0,3.0
166508,31,Sudeste,4.0,54.0,2.0,1.0,4.0,,2.0,1.0,180.0,1.0,0,2.0,780.0,1.0,12.0
166518,31,Sudeste,4.0,49.0,6.0,1.0,4.0,,2.0,1.0,1200.0,2.0,0,,1200.0,1.0,16.0
166535,31,Sudeste,4.0,58.0,2.0,1.0,4.0,,2.0,1.0,1200.0,1.0,0,1.0,1200.0,1.0,12.0
166543,31,Sudeste,4.0,60.0,2.0,1.0,4.0,,2.0,1.0,400.0,2.0,0,,400.0,1.0,12.0
166544,31,Sudeste,2.0,56.0,2.0,1.0,4.0,,2.0,1.0,900.0,1.0,0,3.0,9700.0,1.0,16.0
166545,31,Sudeste,4.0,71.0,2.0,1.0,4.0,,2.0,1.0,1500.0,2.0,0,,1500.0,1.0,12.0
166550,31,Sudeste,4.0,53.0,8.0,1.0,4.0,,2.0,1.0,1000.0,2.0,0,,1000.0,1.0,16.0
166552,31,Sudeste,2.0,57.0,8.0,1.0,4.0,,2.0,1.0,6500.0,2.0,0,,6500.0,1.0,16.0
166576,31,Sudeste,2.0,58.0,2.0,1.0,4.0,,2.0,1.0,900.0,1.0,0,5.0,1900.0,1.0,16.0
166589,31,Sudeste,4.0,75.0,8.0,3.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,1.0
166590,31,Sudeste,4.0,79.0,8.0,1.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,5.0
166597,31,Sudeste,2.0,53.0,2.0,1.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,16.0
166607,31,Sudeste,4.0,76.0,2.0,3.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,1.0
166618,31,Sudeste,4.0,71.0,8.0,1.0,4.0,,2.0,1.0,180.0,2.0,0,,360.0,1.0,5.0
166619,31,Sudeste,4.0,51.0,8.0,1.0,2.0,2.0,2.0,1.0,180.0,2.0,0,,180.0,1.0,11.0
166630,31,Sudeste,4.0,86.0,2.0,1.0,4.0,,2.0,1.0,448.0,2.0,0,,628.0,1.0,12.0
166632,31,Sudeste,4.0,54.0,2.0,1.0,4.0,,2.0,1.0,1800.0,1.0,0,3.0,3350.0,1.0,16.0
166633,31,Sudeste,4.0,60.0,2.0,1.0,4.0,,2.0,1.0,5200.0,2.0,0,,5240.0,1.0,12.0
166634,31,Sudeste,4.0,56.0,2.0,1.0,4.0,,2.0,1.0,1500.0,2.0,0,,1700.0,1.0,16.0
166653,31,Sudeste,2.0,67.0,8.0,1.0,4.0,,2.0,1.0,400.0,2.0,0,,400.0,1.0,5.0
166685,31,Sudeste,4.0,77.0,4.0,1.0,4.0,,2.0,1.0,180.0,2.0,0,,805.0,1.0,1.0
166693,31,Sudeste,2.0,58.0,2.0,1.0,4.0,,2.0,1.0,1030.0,1.0,0,4.0,3030.0,1.0,12.0
166695,31,Sudeste,4.0,80.0,2.0,1.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,5.0
166696,31,Sudeste,2.0,87.0,2.0,1.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,5.0
166697,31,Sudeste,4.0,58.0,2.0,1.0,4.0,,2.0,1.0,360.0,1.0,0,3.0,3360.0,1.0,12.0
166699,31,Sudeste,4.0,63.0,2.0,1.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,5.0
166712,31,Sudeste,2.0,56.0,2.0,1.0,4.0,,2.0,1.0,1200.0,1.0,0,1.0,1200.0,1.0,12.0
166741,31,Sudeste,2.0,53.0,8.0,1.0,4.0,,2.0,1.0,700.0,1.0,0,3.0,4400.0,1.0,11.0
166761,31,Sudeste,2.0,62.0,2.0,1.0,4.0,,2.0,1.0,220.0,1.0,0,3.0,920.0,1.0,9.0
166765,31,Sudeste,4.0,49.0,8.0,1.0,4.0,,2.0,1.0,700.0,1.0,0,,700.0,1.0,12.0
166772,31,Sudeste,2.0,61.0,2.0,1.0,4.0,,2.0,1.0,360.0,2.0,0,,360.0,1.0,8.0
166774,31,Sudeste,4.0,49.0,2.0,1.0,4.0,,2.0,1.0,494.0,1.0,0,3.0,1164.0,1.0,12.0
166777,31,Sudeste,4.0,40.0,8.0,1.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,5.0
166779,31,Sudeste,2.0,46.0,8.0,1.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,5.0
166798,31,Sudeste,4.0,53.0,2.0,1.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,12.0
166813,31,Sudeste,4.0,72.0,2.0,1.0,4.0,,2.0,1.0,180.0,2.0,0,,1480.0,1.0,5.0
166815,31,Sudeste,4.0,73.0,8.0,1.0,4.0,,2.0,1.0,180.0,2.0,0,,1480.0,1.0,1.0
166819,31,Sudeste,4.0,79.0,2.0,1.0,4.0,,2.0,1.0,1000.0,2.0,0,,2500.0,1.0,16.0
166823,31,Sudeste,2.0,71.0,8.0,1.0,4.0,,2.0,1.0,764.0,2.0,0,,971.0,1.0,12.0
166828,31,Sudeste,4.0,69.0,4.0,1.0,4.0,,2.0,1.0,1500.0,2.0,0,,1680.0,1.0,9.0
166837,31,Sudeste,4.0,61.0,2.0,1.0,4.0,,2.0,1.0,1200.0,2.0,0,,1200.0,1.0,5.0
166838,31,Sudeste,2.0,66.0,2.0,1.0,4.0,,2.0,1.0,1200.0,1.0,0,5.0,14400.0,1.0,12.0
166842,31,Sudeste,2.0,61.0,2.0,1.0,4.0,,2.0,1.0,1600.0,1.0,0,3.0,2200.0,1.0,12.0
